公文名称,正文链接,发布日期
关于新时代服务业高质量发展的指导意见(发改产业〔2019〕1602号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201910/t20191024_1181944.html,2019-10-24 09:01:54
关于内蒙古塔然高勒矿区油房壕煤矿项目核准的批复(发改能源〔2019〕1610号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201910/t20191015_1181939.html,2019-10-15 15:19:47
关于山西阳泉矿区七元煤矿项目核准的批复(发改能源〔2019〕1611号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201910/t20191015_1181938.html,2019-10-15 15:15:52
关于长江上游朝天门至涪陵河段航道整治工程可行性研究报告的批复(发改基础〔2019〕1516号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201909/t20190929_1181931.html,2019-09-29 14:38:28
关于印发《促进健康产业高质量发展行动纲要(2019-2022年)》的通知(发改社会〔2019〕1427号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201909/t20190929_1181930.html,2019-09-29 10:27:21
关于山西阳泉矿区泊里煤矿项目核准的批复(发改能源〔2019〕1507号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201909/t20190926_1181928.html,2019-09-26 10:58:14
关于内蒙古贺斯格乌拉矿区农乃庙鲁新煤矿项目核准的批复(发改能源〔2019〕1519号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201909/t20190926_1181927.html,2019-09-26 10:55:09
关于内蒙古纳林河矿区白家海子煤矿项目核准的批复(发改能源〔2019〕1506号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201909/t20190926_1181926.html,2019-09-26 10:52:12
关于发布煤炭采选业等5个行业清洁生产评价指标体系的公告 2019年第8号,https://www.ndrc.gov.cn/xxgk/zcfb/gg/201909/t20190919_1181886.html,2019-09-19 09:20:00
关于加快推进铁路专用线建设的指导意见(发改基础〔2019〕1445号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201909/t20190918_1181923.html,2019-09-18 09:45:35
关于新建重庆至昆明高速铁路可行性研究报告的批复(发改基础〔2019〕1463号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201909/t20190911_1181917.html,2019-09-11 14:54:14
关于进一步推进产业转型升级示范区建设的通知(发改振兴〔2019〕1405号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201908/t20190830_962504.html,2019-08-30 10:00:38
关于印发《30万吨/年以下煤矿分类处置工作方案》的通知(发改能源〔2019〕1377号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201908/t20190828_962503.html,2019-08-28 14:09:00
关于印发《张家口首都水源涵养功能区和生态环境支撑区建设规划（2019-2035年）》的通知(发改地区〔2019〕1252号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201908/t20190806_962494.html,2019-08-06 10:02:12
关于印发《张家口首都水源涵养功能区和生态环境支撑区建设规划（2019-2035年）》的通知(发改地区〔2019〕1252号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/t20190806_962255.html,2019-08-06 10:02:12
关于新建郑州至济南铁路濮阳至济南段可行性研究报告的批复(发改基础〔2019〕1231号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190722_962489.html,2019-07-22 16:25:57
关于新建菏泽至兰考铁路可行性研究报告的批复(发改基础〔2019〕1232号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190722_962488.html,2019-07-22 16:08:22
关于修订印发《文化旅游提升工程实施方案中央预算内投资管理办法》的通知(发改社会〔2019〕124号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190722_962487.html,2019-07-22 15:25:21
关于深入推进园区环境污染第三方治理的通知(发改办环资〔2019〕785号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190719_962486.html,2019-07-19 08:17:06
关于进一步加快推进中西部地区城镇污水垃圾处理有关工作的通知(发改环资〔2019〕1227号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190718_962485.html,2019-07-18 16:02:49
关于山西大同矿区马道头煤矿项目核准的批复(发改能源〔2019〕1148号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190712_962478.html,2019-07-12 08:58:07
关于内蒙古上海庙矿区长城三号煤矿项目核准的批复(发改能源〔2019〕1149号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190712_962476.html,2019-07-12 08:54:43
关于内蒙古纳林河矿区营盘壕煤矿项目核准的批复(发改能源〔2019〕1150号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201907/t20190712_962475.html,2019-07-12 08:41:46
关于重庆梁平工业园区建设开发有限责任公司发行公司债券核准的批复(发改企业债券〔2019〕103号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201907/t20190704_966279.html,2019-07-04 09:20:47
关于推广第二批国家新型城镇化综合试点等地区经验的通知(发改办规划〔2019〕727号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201906/t20190627_962469.html,2019-06-27 16:59:38
关于公开征集清洁生产评价指标体系制(修)订项目的通知(发改办环资〔2019〕680号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201906/t20190626_962466.html,2019-06-26 08:54:09
关于神木—安平煤层气管道工程(山西—河北段)项目核准的批复(发改能源〔2019〕995号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201906/t20190618_962463.html,2019-06-18 15:12:04
国家发展和改革委员会公告 2019年第5号,https://www.ndrc.gov.cn/xxgk/zcfb/gg/201906/t20190614_961221.html,2019-06-14 17:26:14
关于印发《绿色高效制冷行动方案》的通知(发改环资〔2019〕1054号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201906/t20190614_962461.html,2019-06-14 17:22:28
关于中国核工业集团有限公司发行公司债券核准的批复(发改企业债券〔2019〕59号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201906/t20190613_966223.html,2019-06-13 22:16:10
关于2019年全国节能宣传周和全国低碳日活动的通知(发改环资〔2019〕999号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201906/t20190610_962459.html,2019-06-10 17:16:45
关于印发《推动重点消费品更新升级 畅通资源循环利用实施方案(2019-2020年)》的通知(发改产业〔2019〕967号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201906/t20190606_962458.html,2019-06-06 14:35:29
关于海南省发展控股有限公司发行公司债券核准的批复(发改企业债券〔2019〕48号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201905/t20190524_966211.html,2019-05-24 19:34:12
关于做好2019年降成本重点工作的通知(发改运行〔2019〕819号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201905/t20190517_962449.html,2019-05-17 09:37:45
关于进一步完善“信用中国”网站及地方信用门户网站行政处罚信息信用修复机制的通知(发改办财金〔2019〕527号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201905/t20190514_962445.html,2019-05-14 16:38:09
关于陕西永陇矿区麟游区园子沟煤矿项目核准的批复(发改能源〔2019〕815号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201905/t20190514_962444.html,2019-05-14 15:39:18
关于内蒙古上海庙矿区巴愣煤矿项目核准的批复(发改能源〔2019〕816号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201905/t20190514_962443.html,2019-05-14 15:34:45
关于构建市场导向的绿色技术创新体系的指导意见(发改环资〔2019〕689号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201904/t20190419_962441.html,2019-05-14 09:00:44
关于印发《河北省张家口市及承德市坝上地区植树造林实施方案》的通知(发改办农经〔2019〕505号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201905/t20190513_962440.html,2019-05-13 15:19:12
关于做好2019年重点领域化解过剩产能工作的通知(发改运行〔2019〕785号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201905/t20190509_962438.html,2019-05-09 15:06:01
关于修订《长江经济带绿色发展专项中央预算内投资管理暂行办法》的通知(发改基础规〔2019〕738号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201905/t20190508_960964.html,2019-05-08 09:13:15
关于加强煤矿冲击地压源头治理的通知(发改能源〔2019〕764号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201905/t20190506_962436.html,2019-05-06 16:26:25
高效节能家电产品销售统计调查制度 2019年第2号公告,https://www.ndrc.gov.cn/xxgk/zcfb/gg/201904/t20190417_961219.html,2019-04-17 14:12:50
关于加快推进重点用能单位能耗在线监测系统建设的通知(发改办环资〔2019〕424号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201904/t20190412_962423.html,2019-04-12 17:29:55
关于南水北调中线一期主体工程供水价格有关问题的通知(发改价格〔2019〕634号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201904/t20190412_962422.html,2019-04-12 08:56:01
关于陕西榆横矿区北区巴拉素煤矿项目核准的批复(发改能源〔2019〕593号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201904/t20190410_962421.html,2019-04-10 16:25:06
关于山西离柳矿区庞庞塔煤矿项目核准的批复(发改能源〔2019〕592号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201904/t20190410_962420.html,2019-04-10 16:17:32
关于征求对煤炭采选业等5个行业清洁生产评价指标体系(征求意见稿)意见的函(发改办环资〔2019〕417号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201904/t20190409_962419.html,2019-04-09 14:33:47
关于江苏省无锡市锡西新城产业发展集团有限公司发行农村产业融合发展专项债券核准的批复(发改企业债券〔2019〕29号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201904/t20190403_966157.html,2019-04-03 18:22:57
关于推进全过程工程咨询服务发展的指导意见(发改投资规〔2019〕515号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201903/t20190322_960960.html,2019-03-22 08:27:54
关于山西省大同市经济建设投资有限责任公司发行社会领域产业专项债券核准的批复（发改企业债券〔2019〕21号）,https://www.ndrc.gov.cn/xxgk/zcfb/qt/201903/t20190318_966144.html,2019-03-18 18:18:38
关于做好水电开发利益共享工作的指导意见(发改能源规〔2019〕439号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201903/t20190315_960959.html,2019-03-15 08:55:11
关于贵州省贵阳高科控股集团有限公司发行公司债券核准的批复(发改企业债券〔2019〕4号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201903/t20190309_966137.html,2019-03-09 13:03:54
关于推动物流高质量发展促进形成强大国内市场的意见(发改经贸〔2019〕352号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201903/t20190301_962405.html,2019-03-01 17:03:00
关于陕西榆神矿区郭家滩煤矿项目核准的批复(发改能源〔2019〕338号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201902/t20190226_962402.html,2019-02-26 16:02:25
关于新疆三塘湖矿区石头梅一号露天煤矿一期工程项目核准的批复(发改能源〔2019〕339号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201902/t20190226_962401.html,2019-02-26 16:00:03
关于内蒙古查干淖尔矿区查干淖尔一号井项目核准的批复(发改能源〔2019〕337号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201902/t20190226_962400.html,2019-02-26 15:57:15
关于培育发展现代化都市圈的指导意见(发改规划〔2019〕328号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201902/t20190221_962397.html,2019-02-21 14:26:16
关于印发全国投资项目在线审批监管平台投资审批管理事项统一名称和申请材料清单的通知(发改投资〔2019〕268号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201902/t20190218_962394.html,2019-02-18 08:51:33
关于内蒙古五间房矿区西一号煤矿项目核准的批复(发改能源〔2019〕222号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201902/t20190212_962388.html,2019-02-12 17:04:44
关于内蒙古胜利矿区胜利西二号露天煤矿项目核准的批复(发改能源〔2019〕152号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190130_962383.html,2019-01-30 08:22:04
关于水运科学研究所天津海上溢油应急处置实验系统建设工程项目建议书的批复(发改投资〔2019〕154号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190125_962378.html,2019-01-25 15:37:08
关于深圳能源集团股份有限公司发行绿色债券核准的批复(发改企业债券〔2018〕220号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201901/t20190118_966101.html,2019-01-18 19:37:13
关于发布钢铁行业等14个行业清洁生产评价指标体系的公告 2018年第17号,https://www.ndrc.gov.cn/xxgk/zcfb/gg/201901/t20190118_961216.html,2019-01-18 16:15:28
《洗染业清洁生产评价指标体系》 2018年第15号公告,https://www.ndrc.gov.cn/xxgk/zcfb/gg/201901/t20190118_961215.html,2019-01-18 15:51:09
关于推进大宗固体废弃物综合利用产业集聚发展的通知(发改办环资〔2019〕44号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190116_962376.html,2019-01-16 14:10:24
关于金沙江拉哇水电站项目核准的批复(发改能源〔2019〕20号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190115_962369.html,2019-01-15 08:43:55
关于印发《建立市场化、多元化生态保护补偿机制行动计划》的通知(发改西部〔2018〕1960号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190111_962366.html,2019-01-11 08:34:50
关于新疆准东五彩湾矿区一号矿井一期工程项目核准的批复(发改能源〔2018〕1931号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190109_962364.html,2019-01-09 10:15:56
关于湖北省大悟县城市建设投资开发有限责任公司发行城市地下综合管廊建设专项债券核准的批复(发改企业债券〔2018〕217号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201901/t20190108_966090.html,2019-01-08 17:45:36
关于江苏省沿江城市群城际铁路建设规划(2019-2025年)的批复(发改基础〔2018〕1911号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190102_962361.html,2019-01-02 15:39:40
关于优化社会办医疗机构跨部门审批工作的通知(发改社会〔2018〕1147号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201901/t20190102_962360.html,2019-01-02 09:34:14
国家发展和改革委员会公告 2018年第16号,https://www.ndrc.gov.cn/xxgk/zcfb/gg/201812/t20181229_961214.html,2018-12-29 17:35:55
关于印发《海南省建设国际旅游消费中心的实施方案》的通知(发改社会〔2018〕1826号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181228_962355.html,2018-12-28 09:49:23
关于新建西安至延安铁路可行性研究报告的批复(发改基础〔2018〕1855号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181225_962350.html,2018-12-25 13:48:53
关于支持山东省开展现代化海洋牧场建设综合试点的复函(发改农经〔2018〕1860号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181225_962349.html,2018-12-25 12:35:30
印发《关于对统计领域严重失信企业及其有关人员开展联合惩戒的合作备忘录(修订版)》的通知(发改财金〔2018〕1862号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181225_962347.html,2018-12-25 09:40:02
关于建设海洋经济发展示范区的通知(发改地区〔2018〕1712号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181225_962344.html,2018-12-24 10:50:48
关于广西北部湾经济区城际铁路建设规划(2019-2023年)的批复(发改基础〔2018〕1861号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181221_962343.html,2018-12-21 15:13:11
关于调整杭州市城市轨道交通第三期建设规划(2017～2022年)的批复(发改基础〔2018〕1734号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181219_962341.html,2018-12-19 08:46:58
关于调整济南市城市轨道交通第一期建设规划(2015～2019年)的批复(发改基础〔2018〕1757号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181214_962339.html,2018-12-14 10:34:30
关于印发《渤海综合治理攻坚战行动计划》的通知(环海洋〔2018〕158号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201812/t20181211_966027.html,2018-12-11 15:14:44
关于印发《洞庭湖水环境综合治理规划》的通知(发改地区〔2018〕1783号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201812/t20181206_962254.html,2018-12-06 10:09:02
关于印发《洞庭湖水环境综合治理规划》的通知(发改地区〔2018〕1783号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181206_962335.html,2018-12-06 10:09:02
印发《关于对政府采购领域严重违法失信主体开展联合惩戒的合作备忘录》的通知(发改财金〔2018〕1614号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/t20181205_962333.html,2018-12-05 08:43:00
关于总结推广第二批国家新型城镇化综合试点阶段性成果的通知(发改办规划〔2018〕1453号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201811/t20181116_962317.html,2018-11-16 14:57:43
关于印发《汉江生态经济带发展规划》的通知(发改地区〔2018〕1605号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201811/t20181112_962253.html,2018-11-12 15:39:54
关于印发《汉江生态经济带发展规划》的通知(发改地区〔2018〕1605号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201811/t20181112_962312.html,2018-11-12 15:39:54
关于陕西榆横矿区北区大海则煤矿项目核准的批复(发改能源〔2018〕1581号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201811/t20181108_962310.html,2018-11-08 13:42:33
关于印发《淮河生态经济带发展规划》的通知(发改地区〔2018〕1588号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201811/t20181107_962252.html,2018-11-07 14:38:03
关于请抓紧申报文化旅游提升工程实施方案2019年中央预算内投资计划建议的通知(发改办社会〔2018〕1318号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201811/t20181107_962307.html,2018-11-07 10:00:05
